dasid;StandardTitle;Citation;AccessConstraint;AccConNotes
4497;Dictyotales (Phaeophyta) of Kenya and Tanzania sampled between 1985 and 1994;"Leuci D.; Coppejans E.; Laboratorium Plantkunde; Vakgroep Biologie; Faculteit Wetenschappen. Universiteit Gent: Belgium; (2016): Dictyotales (Phaeophyta) of Kenya and Tanzania sampled between 1985 and 1994. (http://www.vliz.be/en/imis?module=dataset&dasid=4497)";Attribution (CC BY);NULL
4498;Seagrasses and associated macroalgae at West Gazi bay during July and August 1987 and abiotic data of the corresponding sampling locations;"De Wit M.; Coppejans E.; Laboratorium Plantkunde; Vakgroep Biologie; Faculteit Wetenschappen. Universiteit Gent: Belgium; (2016): Seagrasses and associated macroalgae at West Gazi bay during July and August 1987 and abiotic data of the corresponding sampling locations. (http://www.vliz.be/en/imis?module=dataset&dasid=4498)";Attribution (CC BY);NULL
4499;Counts of epibenthic fish species sampled at Gazi Bay on 17 and 19 July 1996;"Dethier K.; Mees J.; Sectie Mariene Biologie; Vakgroep Morfologie, Systematiek en Ecologie. Universiteit Gent: Belgium; (2016): Counts of epibenthic fish species sampled at Gazi Bay on 17 and 19 July 1996. (http://www.vliz.be/en/imis?module=dataset&dasid=4499)";Attribution (CC BY);NULL
4500;Diversity of meiobenthos in tropical seagrass beds of Gazi Bay (Kenya) sampled from 16 to 19 July 1996;"Gurdebeke S.; Vincx M.; Sectie Mariene Biologie; Vakgroep Morfologie, Systematiek en Ecologie. Universiteit Gent: Belgium; (2016): Diversity of meiobenthos in tropical seagrass beds of Gazi Bay (Kenya) sampled from 16 to 19 July 1996. (http://www.vliz.be/en/imis?module=dataset&dasid=4500)";Attribution (CC BY);NULL
4501;Counts of Mysidacea sampled at night in Gazi Bay in October 1994;"Cattaert S.; Vincx M.; Sectie Mariene Biologie; Vakgroep Morfologie, Systematiek en Ecologie. Universiteit Gent: Belgium; (2016): Counts of Mysidacea sampled at night in Gazi Bay in October 1994. (http://www.vliz.be/en/imis?module=dataset&dasid=4501)";Attribution (CC BY);NULL
4502;Counts of isopods sampled at Gazi Bay (Kenya) between 18 and 25 October 1994;"De Bont R.; Vincx M.; Vakgroep Biologie; Faculteit Wetenschappen. Universiteit Gent: Belgium; (2016): Counts of isopods sampled at Gazi Bay (Kenya) between 18 and 25 October 1994. (http://www.vliz.be/en/imis?module=dataset&dasid=4502)";Attribution (CC BY);NULL
4503;Counts of Mysidacea from Gazi (Kenya), Uroa (Zanzibar) and Ambon (Indonesia) sampled between October 1994 and July 1996;"Poppe B.; Vincx M.; Sectie Mariene Biologie; Vakgroep Morfologie, Systematiek en Ecologie. Universiteit Gent: Belgium; (2016): Counts of Mysidacea from Gazi (Kenya), Uroa (Zanzibar) and Ambon (Indonesia) sampled between October 1994 and July 1996. (http://www.vliz.be/en/imis?module=dataset&dasid=4503)";Attribution (CC BY);NULL
4504;Kenyan reef corals sampled in November 1990;"Melles A.; Borel Best M.; Fundamental and Applied Marine Ecology Post Graduate Program (FAME). VUB: Belgium; National Museum of Natural History: The Netherlands; (2016): Kenyan reef corals sampled in November 1990. (http://www.vliz.be/en/imis?module=dataset&dasid=4504)";Attribution (CC BY);NULL
4505;Ecomorphology of the mangrove oyster <i>Crassostrea cucullata</i> in a mangrove swamp in Gazi (Kenya) in May 1991;"Vanden Berghe E.; Joseck D.M.; Zoology Department. University of Nairobi: Kenya; (2016): Ecomorphology of the mangrove oyster Crassostrea cucullata in a mangrove swamp in Gazi (Kenya) in May 1991. (http://www.vliz.be/en/imis?module=dataset&dasid=4505)";Attribution (CC BY);NULL
4506;Carbon and nitrogen fluxes in Gazi Creek (Kenya);"Rao R.G.; Dehairs F.; Baeyens W.; Department of Human Ecology; Research group Analytical, Environmental and Geochemistry. VUB: Belgium; (2016): Carbon and nitrogen fluxes in Gazi Creek (Kenya). (http://www.vliz.be/en/imis?module=dataset&dasid=4506)";Attribution (CC BY);NULL
4507;Nutrient concentrations in the estuaries of Kilindini and Tudor (Kenya) in April-May 1986;"Kazungu J.M.; Kenya Marine and Fisheries Research Institute Mombasa Centre (KMFRI): Kenya; (2016): Nutrient concentrations in the estuaries of Kilindini and Tudor (Kenya) in April-May 1986. (http://www.vliz.be/en/imis?module=dataset&dasid=4507)";Attribution (CC BY);NULL
4508;Environmental, soil and tree variables of mangrove forests in Gazi Bay examined between August and October 1999;"Obade P.T.; De Wulf R.; Tack J.; Ecological Marine Management Programme (ECOMAMA). VUB; Laboratory of Forest Management and Spatial Information Techniques; Faculty of Agricultural and Applied Biological Sciences. Ugent; Laboratory of Ecology and Systematics; Faculty of Science. VUB: Belgium; (2016): Environmental, soil and tree variables of mangrove forests in Gazi Bay examined between August and October 1999. (http://www.vliz.be/en/imis?module=dataset&dasid=4508)";Attribution (CC BY);NULL
4509;Fattening experiment with the mangrove crab <i>Scylla serrata</i> in Mtwapa Creek (Kenya) in 2001;"Reid A.; Daro N.; Ecological Marine Management Programme (ECOMAMA); Laboratorium voor Ecologie en Systematiek; Vakgroep Biologie; Faculteit Wetenschappen. VUB: Belgium; (2016): Fattening experiment with the mangrove crab Scylla serrata in Mtwapa Creek (Kenya) in 2001. (http://www.vliz.be/en/imis?module=dataset&dasid=4509)";Attribution (CC BY);NULL
4510;Typhloplanoida from the southern hemisphere (Zanzibar, Kenya, Kerguelen, Australia and Weddell Sea);"Vermin W.; Coomans A.; Vakgroep Biologie; Faculteit Wetenschappen. Universiteit Gent: Belgium; (2016): Typhloplanoida from the southern hemisphere (Zanzibar, Kenya, Kerguelen, Australia and Weddell Sea). (http://www.vliz.be/en/imis?module=dataset&dasid=4510)";Attribution (CC BY);NULL
4511;Abundance of <i>Echinothrix diadema</i> and its substrate coverage in the Mombasa Marine National Park and Reserve (Kenya) in September-October 1997;"Van Hout T.; Daro N.; Laboratorium voor Ecologie en Systematiek; Vakgroep Biologie; Faculteit Wetenschappen. Vrije Universiteit Brussel: Belgium; (2016): Abundance of Echinothrix diadema and its substrate coverage in the Mombasa Marine National Park and Reserve (Kenya) in September-October 1997. (http://www.vliz.be/en/imis?module=dataset&dasid=4511)";Attribution (CC BY);NULL
4512;Harpacticoid copepods in tropical seagrass beds of Gazi Bay (Kenya) and Mbweni (Zanzibar) sampled in July and August 1996;"Geerinckx T.; Vincx M.; Marine Biology Section, Zoology Institute. Ugent: Belgium; (2016): Harpacticoid copepods in tropical seagrass beds of Gazi Bay (Kenya) and Mbweni (Zanzibar) sampled in July and August 1996. (http://www.vliz.be/en/imis?module=dataset&dasid=4512)";Attribution (CC BY);NULL
4516;Phytoplankton data collected in the NW Black Sea along the Tarkhankut transect in April 1952;Phytoplankton data collected in the NW Black Sea along the Tarkhankut transect in April 1952. Institute of Biology of the Southern Seas of the National Academy of Sciences of Ukraine.;Attribution (CC BY);NULL
4517;The feeding ecology of <i>Sphaeramia orbicularis</i> (Pisces: Apogonidae) in the East Creek of Gazi Bay (Kenya) in August 1993;"Mwamsojo G.U.J.; Vincx M.; Fundamental and Applied Marine Ecology Post Graduate Program (FAME). VUB; Marine Biology Section, Zoology Institute. Ugent: Belgium; (2015): The feeding ecology of Sphaeramia orbicularis (Pisces: Apogonidae) in the East Creek of Gazi Bay (Kenya) in August 1993. (http://www.vliz.be/en/imis?module=dataset&dasid=4517)";Attribution (CC BY);NULL
4518;Diet composition of the fish community in Gazi Creek (May-June 1990);"Wakwabi E.O.; Ntiba J.M.; Okoth B.K.; Mwatha G.K.; Kimani E.N.; Kenya Marine and Fisheries Research Institute (KMFRI): Kenya; (2016): Diet composition of the fish community in Gazi Creek (May-June 1990). (http://www.vliz.be/en/imis?module=dataset&dasid=4518)";Attribution (CC BY);NULL
4519;Zooplankton community in Gazi Creek sampled monthly between 1990 and 1991;"Okemwa E.; Mwaluma J.; Osore M.; Kenya Marine and Fisheries Research Institute (KMFRI): Kenya; (2016): Zooplankton community in Gazi Creek sampled monthly between 1990 and 1991. (http://www.vliz.be/en/imis?module=dataset&dasid=4519)";Attribution (CC BY);NULL
4520;Epibenthic and fish community in Gazi Bay sampled from 12-15 October 1994;"Boone A.; Vincx M.; Sectie Mariene Biologie; Vakgroep Morfologie, Systematiek en Ecologie. Universiteit Gent: Belgium; (2016): Epibenthic and fish community in Gazi Bay sampled from 12-15 October 1994. (http://www.vliz.be/en/imis?module=dataset&dasid=4520)";Attribution (CC BY);NULL
4521;Length, width and weight of <i>Echinotrix diadema</i> and <i>E. Calamaris</i> species sampled in Mombasa Marine National Park (Kenya) from December 1994 to March 1995;"Samyn Y.; Daro N.; Laboratorium voor Ecologie en Systematiek; Vakgroep Biologie; Faculteit Wetenschappen. Vrije Universiteit Brussel: Belgium; (2016): Length, width and weight of Echinotrix diadema and E. Calamaris species sampled in Mombasa Marine National Park (Kenya) from December 1994 to March 1995. (http://www.vliz.be/en/imis?module=dataset&dasid=4521)";Attribution (CC BY);NULL
4522;Effect of bivalve filter feeders on bacteria and seston and related abiotic factors of the water in oyster cultures (Gazi Bay) and mussel beds (Wadden Sea) sampled in 1993 and 1994;"Mwangi S.N.; Vosjan J.H.; Fundamental and Applied Marine Ecology Post Graduate Program (FAME). VUB: Belgium; Netherlands Institute for Sea Research: The Netherlands; (2016): Effect of bivalve filter feeders on bacteria and seston and related abiotic factors of the water in oyster cultures (Gazi Bay) and mussel beds (Wadden Sea) sampled in 1993 and 1994. (http://www.vliz.be/en/imis?module=dataset&dasid=4522)";Attribution (CC BY);NULL
4523;C1-LTER-1998-2010 Size fractioned chlorophyll-a North Adriatic-Gulf of Trieste LTER time-series;Lipizer M., De Vittor C., Fonda Umani S. (2014) C1-LTER-1998-2010 Size fractioned chlorophyll-a North Adriatic-Gulf of Trieste LTER time-series;Attribution (CC BY);NULL
4524;Ecoscope Balbaya Database;Balbaya database, managed by IRD, funded by DCF / DG-MARE;Unrestricted;NULL
4525;Cetacean sightings in the north western mediterranean Sea by écoOcéan Institut and partners 1994-2011;Di-Meglio, N. and L. David. 2010. Suivi temporel du Sanctuaire Pelagos par transects mensuels au large et réflexion sur des méthodologies de monitoring. Rapport Final du Programme de recherche 2007/2009 de PELAGOS France. GIS 3M / EcoOcéan Institut. 1-192;Restricted;NULL
4526;Loggerheads in the Adriatic Sea;NULL;Attribution-NonCommercial (CC BY-NC);Only data aggregated per 1-degree cell are available through OBIS. For access to additional data, the provider needs to be contacted.
4527;AdriaWatch project;NULL;Attribution-NonCommercial (CC BY-NC);Only data aggregated per 1-degree cell are available through OBIS. For access to additional data, the provider needs to be contacted.
4528;Juvenile loggerheads from Lampedusa Island, Italy;NULL;Attribution-NonCommercial (CC BY-NC);Only data aggregated per 1-degree cell are available through OBIS. For access to additional data, the provider needs to be contacted.
4529;IFREMER/Kélonia satellite tracked late juvenile loggerhead sea turtles from Réunion Island 2008-2012;NULL;Attribution-NonCommercial (CC BY-NC);Only data aggregated per 1-degree cell are available through OBIS. The non-aggregated data are available through the OBIS-SEAMAP Portal
4530;ICES Central Northeast Atlantic Deepwater Trawl Surveys;Fish trawl survey: ICES Central Northeast Atlantic Deepwater Trawl Surveys. ICES Database of trawl surveys (DATRAS). The International Council for the Exploration of the Sea, Copenhagen. 2010. Online source: http://ecosystemdata.ices.dk.;Licence ;ICES Data Policy: http://www.ices.dk/marine-data/guidelines-and-policy/Pages/ICES-data-policy.aspx
4531;Ecological study of the plankton in the port of Ostend in 1965;"De Pauw C.; De Coninck L.A.P.; Faculteit Wetenschappen. RUG: Belgium; (2016): Ecological study of the plankton in the port of Ostend in 1965. (http://www.vliz.be/en/imis?module=dataset&dasid=4531)";Attribution (CC BY);NULL
4532;World List of Acoelomorpha;NULL;Attribution (CC BY);
4533;World Kinorhyncha Database;Neuhaus, B. (2024). World Kinorhyncha Database. Accessed at https://www.marinespecies.org/kinorhyncha on yyyy-mm-dd;Attribution (CC BY);
4534;RECORD Cetacean data up to current day;UK National Biodiversity Network: Record, the Biodiversity Information System for Cheshire, Halton, Warrington and the Wirral - RECORD Cetacean data up to current day. Accessed via http://www.gbif.org/dataset/64cd76db-9879-46ab-955b-0bc64a769978 on yyyy-mm-dd;Attribution (CC BY);
4535;IOW Natural History & Archaeological Society Marine Invertebrate Records 1853- 2011;UK National Biodiversity Network: Isle of Wight Local Records Centre - IOW Natural History & Archaeological Society Marine Invertebrate Records 1853- 2011. Accessed via http://www.gbif.org/dataset/8b97e0ae-c803-4d24-8098-74874113c344 on yyyy-mm-dd;Attribution (CC BY);
4536;Rare marine fishes taken in Irish waters from 1786 to 2008;National Biodiversity Data Centre: Rare marine fishes taken in Irish waters from 1786 to 2008, 2013-06-18. Accessed via http://www.gbif.org/dataset/870afa50-180e-4153-b1b7-ec437ede20cb on yyyy-mm-dd;Attribution (CC BY);
4537;Marine species distributions in Irish coastal waters;National Biodiversity Data Centre: Marine species distributions in Irish coastal waters, 2013-11-20. Accessed via http://www.gbif.org/dataset/0d83ea43-5afb-4c50-af9c-fd22674338bb on yyyy-mm-dd;Attribution (CC BY);NULL
4539;MAREANO - Base-line mapping of fauna obtained with grab;Holte, B. (2014). MAREANO - Base-line mapping of fauna obtained with grab. Institute of Marine Research, Norway;Attribution (CC BY);NULL
4540;MAREANO - Base-line mapping of epifauna obtained with Beamtrawl;Hassel, A. (2014). MAREANO - Base-line mapping of epifauna obtained with Beamtrawl. Institute of Marine Research, Norway;Attribution (CC BY);NULL
4541;MAREANO - Base-line mapping of hyperbenthic crustacea fauna obtained with RP-sledge;Buhl-Mortensen, L. (2014). MAREANO - Base-line mapping of hyperbenthic crustacea fauna obtained with RP-sledge. Institute of Marine Research, Norway;Attribution (CC BY);NULL
4542;Diveboard - Scuba diving citizen science observations;Diveboard - Scuba diving citizen science observations. Online at http://www.diveboard.com and http://ipt.diveboard.com/resource.do?r=diveboard-occurrences.;CC 0 (No Rights Reserved);NULL
4543;Wildbook for Whale Sharks;ECOCEAN: Wildbook for Whale Sharks. Accessed via http://www.gbif.org/dataset/5a889070-20bd-11dd-bc28-b8a03c50a862 on yyyy-mm-dd;Attribution (CC BY);NULL
4544;Collection of Decapod and Stomatopod Crustaceans from Oceanographic Center of Cadiz: CCDE-IEOCD;Collection of Decapod and Stomatopod Crustaceans from Oceanographic Center of Cadiz (www.gbif.es);Attribution (CC BY);NULL
4545;Tauchen und Meer;GEO-Tag der Artenvielfalt: Tauchen und Meer. Accessed via http://www.gbif.org/dataset/632c969c-f762-11e1-a439-00145eb45e9a on yyyy-mm-dd;Attribution (CC BY);NULL
4546;Tauchen und Meer 02;GEO-Tag der Artenvielfalt: Tauchen und Meer 02. Accessed via http://www.gbif.org/dataset/62b54d08-f762-11e1-a439-00145eb45e9a on yyyy-mm-dd;Attribution (CC BY);NULL
4547;NPWS Seal Database;National Biodiversity Data Centre: NPWS Seal Database, 2014-02-18. Accessed via http://www.gbif.org/dataset/eaaabe3b-e64a-4819-a007-2c3529eb4bf7 on yyyy-mm-dd;Restricted;
4548;University of Amsterdam (NL) - Benthos monitoring of the North Sea research database;Netherlands Biodiversity Information Facility (NLBIF): Zoological Museum Amsterdam, University of Amsterdam (NL) - Benthos monitoring of the North Sea_ research database. Accessed via http://www.gbif.org/dataset/50361be0-d9cd-11de-b793-b8a03c50a862 on yyyy-mm-dd;Attribution (CC BY);NULL
